state_code,state_name,year,month,tmean
13,Amazonas,2008,7,25.5094836142755
13,Amazonas,2008,8,26.4764765462568
13,Amazonas,2008,9,26.1581118491388
13,Amazonas,2008,10,26.214695438262
13,Amazonas,2008,11,25.9797866267543
13,Amazonas,2008,12,25.530111035993
13,Amazonas,2009,1,25.0846126617924
13,Amazonas,2009,2,25.0499890850436
13,Amazonas,2009,3,25.1346056230607
13,Amazonas,2009,4,25.2147916670769
13,Amazonas,2009,5,25.1196944329047
13,Amazonas,2009,6,24.6278770815942
13,Amazonas,2009,7,25.3364499615085
13,Amazonas,2009,8,26.6832238166563
13,Amazonas,2009,9,27.402342765562
13,Amazonas,2009,10,27.4063069435858
13,Amazonas,2009,11,27.6375663511215
13,Amazonas,2009,12,26.0172178822179
13,Amazonas,2010,1,25.9601485344672
13,Amazonas,2010,2,26.4765279831425
13,Amazonas,2010,3,26.6762679007746
13,Amazonas,2010,4,25.9237459244267
13,Amazonas,2010,5,25.7737148654076
13,Amazonas,2010,6,25.4993098166681
13,Amazonas,2010,7,25.4656941813807
13,Amazonas,2010,8,26.9533401612313
13,Amazonas,2010,9,27.3443555524272
13,Amazonas,2010,10,27.2027850304881
13,Amazonas,2010,11,26.178187493355
13,Amazonas,2010,12,25.8362632259246
13,Amazonas,2011,1,25.1835755994243
13,Amazonas,2011,2,25.1023816754741
13,Amazonas,2011,3,25.2537498474121
13,Amazonas,2011,4,24.9058037419473
13,Amazonas,2011,5,25.1797965572726
13,Amazonas,2011,6,25.5987347633608
13,Amazonas,2011,7,25.6838276155533
13,Amazonas,2011,8,26.8503402586906
13,Amazonas,2011,9,26.6630870142291
13,Amazonas,2011,10,26.3578180805329
13,Amazonas,2011,11,26.0008084081834
13,Amazonas,2011,12,25.7471448836788
13,Amazonas,2012,1,24.9599207293603
13,Amazonas,2012,2,24.7736079000658
13,Amazonas,2012,3,24.8810734287385
13,Amazonas,2012,4,25.3115304208571
13,Amazonas,2012,5,25.1630181035688
13,Amazonas,2012,6,25.0407669621129
13,Amazonas,2012,7,25.1571127368558
13,Amazonas,2012,8,26.6150922775269
13,Amazonas,2012,9,27.0880210015082
13,Amazonas,2012,10,26.7811286987797
13,Amazonas,2012,11,26.9406284824494
13,Amazonas,2012,12,25.7760925292969
13,Amazonas,2013,1,25.7122432031939
13,Amazonas,2013,2,25.2173429612191
13,Amazonas,2013,3,25.6245294693978
13,Amazonas,2013,4,25.6268540659259
13,Amazonas,2013,5,25.35486701227
13,Amazonas,2013,6,25.356286356526
13,Amazonas,2013,7,24.6915691744897
